Хөтөлбөрийн_дугаар,Хөтөлбөрийн_индекс,Хөтөлбөрийн_монгол_нэр,Хөтөлбөрийн_англи_нэр,Академик_түвшин,Харьяалах_нэгжийн_дугаар,Харьяалах_нэгжийн_нэр,Батлагдсан_он
d58021bfdbcdfb3ce836b806de587fa8,D 011435,"Багш, гадаад хэлний боловсрол (Англи хэл)",Teacher Training - English,Бакалавр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2021
ec89306e1a48a573b239c03b98a127af,D 011435,"Багш, гадаад хэлний боловсрол (Орос хэл)", Teacher Training-Russian,Бакалавр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2021
0024c2ec25a2443f9870304d53ed3a99,D 011430,"Багш, монгол хэл уран зохиолын боловсрол",Teacher Training-Mongolian Language and Literature,Бакалавр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2021
6250590a50b42633ab088c4da3ad2440,D011407,"Багш, монгол хэл уран зохиолын боловсрол",Teacher Training-Mongolian Language and Literature,Бакалавр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2016
82adbd49f66dfdc69320a8d9f19b7018,E 01110101,Боловсрол судлал,Education Study,Магистр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2015
5cf6a3abc1a0241191209fee8cbc25ec,E01110101,Боловсрол судлал,Education Study,Магистр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2015
8acd7662a2f4768f61c436de269519bf,E01110101,Боловсрол судлал,Education Study,Магистр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2015
c791e6832117721eebbfe579db90d849,E 01110101,Боловсрол судлал,Education Study,Магистр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2015
ab6a02d0e51a8c91c7d3b94d796008e0,E 01140901,Гадаад хэлний боловсрол,Foreign language education,Магистр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2015
16e9a2967ec40b49aec598aa875cbcc8,E 01140901,Гадаад хэлний боловсрол,dshdjs,Магистр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2015
31615cbdec060e47b5573318d554f532,E 01140901,Гадаад хэлний боловсрол,Foreign language education,Магистр,17e98e353bf4295caec9e866c8268cc6,Хүмүүнлэгийн ухааны тэнхим,2015
9e447ddc7d6092b397f507db1ed28311,E 01140901,Гадаад хэлний боловсрол, ,Магистр,d1e4872d64cf45f398d7a40fa0346d51,Эрдэнэт сургууль,2015
997d29ef2580416c14b480bf20aa22fe,D 041303  ,Менежмент,Management,Бакалавр,d1e4872d64cf45f398d7a40fa0346d51,Эрдэнэт сургууль,2023
